Subject_ID,Loc_Plot_State1,Loc_Plot_City1,Loc_Plot_State2,Loc_Plot_City2,Date_Exposure,Plot_Target1,Plot_Target2,Plot_Target3,Attack_Preparation,Op_Security,Changing_Target,Anticp_Fatals_Targ,Internet_Use_Plot,Extent_Plot,Violent,Criminal_Severity,Criminal_Charges,Indict_Arrest,Current_Status,Group_Membership,Terrorist_Group_Name1,Terrorist_Group_Name2,Terrorist_Group_Name3,Actively_Recruited,Recruiter1,Recruiter2,Recruiter3,Actively_Connect,Group_Competition,Role_Group,Length_Group,Clique,Clique_Radicalize,Clique_Connect,Internet_Radicalization,Media_Radicalization,Social_Media,Social_Media_Frequency,Social_Media_Platform1,Social_Media_Platform2,Social_Media_Platform3,Social_Media_Activities1,Social_Media_Activities2,Social_Media_Activities3,Social_Media_Activities4,Social_Media_Activities5,Social_Media_Activities6,Social_Media_Activities7,Radicalization_Islamist,Radicalization_Far_Right,Radicalization_Far_Left,Radicalization_Single_Issue,Ideological_Sub_Category1,Ideological_Sub_Category2,Ideological_Sub_Category3,Loc_Habitation_State1,Loc_Habitation_City1,Loc_Habitation_State2,Loc_Habitation_City2,Itinerant,External_Rad,Rad_duration,Radical_Behaviors,Radical_Beliefs,US_Govt_Leader,Foreign_Govt_Leader,Event_Influence1,Event_Influence2,Event_Influence3,Event_Influence4,Beliefs_Trajectory,Behaviors_Trajectory,Radicalization_Sequence,Radicalization_Place,Prison_Radicalize,Broad_Ethnicity,Age,Marital_Status,Children,Age_Child,Gender,Religious_Background,Convert,Convert_Date,Reawakening,Reawakening_Date,Citizenship,Residency_Status,Nativity,Time_US_Months,Immigrant_Generation,Immigrant_Source,Language_English,Diaspora_Ties,Education,Student,Education_Change,Employment_Status,Change_Performance,Work_History,Military,Foreign_Military,Social_Stratum_Childhood,Social_Stratum_Adulthood,Aspirations,Abuse_Child,Abuse_Adult,Abuse_type1,Abuse_Type2,Abuse_Type3,Psychological,Alcohol_Drug,Absent_Parent,Overseas_Family,Close_Family,Family_Religiosity,Family_Ideology,Family_Ideological_Level,Prison_Family_Friend,Crime_Family_Friend,Radical_Friend,Radical_Family,Radical_Signif_Other,Relationship_Troubles,Platonic_Troubles,Unstructured_Time,Friendship_Source1,Friendship_Source2,Friendship_Source3,Kicked_Out,Previous_Criminal_Activity,Previous_Criminal_Activity_Type1,Previous_Criminal_Activity_Type2,Previous_Criminal_Activity_Type3,Previous_Criminal_Activity_Age,Gang,Gang_Ideology,Gang_Age_Joined,Gang_Radicalize,Trauma,Other_Ideologies,Angry_US,Group_Grievance,Standing
3701,New Hampshire,Concord,,,10/4/2007,4,,,-99,-99,-99,-99,1,4,1,10,2,2,4,2,-88,,,-99,-99,,,-99,0,2,-99,1,0,0,-99,-99,-99,-99,-99,,,-99,,,,,,,0,1,0,0,4,,,-99,-99,,,-99,-99,-99,10,5,-99,-99,-99,,,,-99,-99,-99,-99,-88,-99,40,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,480,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,-99,-99
3702,-99,-99,,,1/1/1991,-88,,,-88,-88,-88,-88,-88,0,1,10,-99,-99,1,3,Hammerskin Nation,Vinlanders Social Club,,-99,-99,,,-99,1,2,264,1,-99,-99,-88,1,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,Indiana,-99,,,1,0,-99,10,5,-99,-99,-99,,,,1,1,-99,3,-99,3,19,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,1,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,1,-99,3,-99,-99,-99,1,0,5,,,1,-99,-99,-99,-99,-99,1,1,-99,-99,-99,0,-99,3,-99
3703,Texas,Elk,,,12/1/1994,-88,,,-88,-88,-88,-88,-88,0,0,5,1,4,1,2,-88,,,0,-88,,,1,0,3,36,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,1,14,,Texas,Waco,Colorado,Aurora,1,-99,3,9,5,1,0,6,,,,2,1,1,-99,-99,3,25,-99,-99,-99,2,15,2,4/20/1993,-99,-99,United States of America,1,United States of America,300,0,-88,-88,-88,4,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,1,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,1,-99
3706,Pennsylvania,-99,,,1/1/1998,-88,,,-88,-88,-88,-88,-88,0,0,3,2,2,-99,2,Sovereign Citizens,,,-99,-99,,,1,0,3,-99,1,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Pennsylvania,-99,,,0,-99,-99,5,4,-99,0,-99,,,,-99,-99,-99,-99,-99,3,55,3,1,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,660,0,-88,-88,-88,5,-99,-99,-99,-99,4,1,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,0,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
3708,New Hampshire,Plainfield,,,9/13/2007,-88,,,-88,-88,-88,-88,-88,0,0,5,-99,2,-99,2,-88,,,0,-88,,,1,-99,2,-99,1,0,0,2,0,0,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Texas,Alice,,,-99,0,2,9,5,1,0,6,,,,1,2,2,0,-88,1,30,3,4,11,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,360,0,-88,-88,-88,5,0,-88,1,-99,3,1,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,2,-99,2,3,-99,2,2,2,-99,-99,-99,0,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,1,-99
3709,Indiana,-99,,,2/1/2000,-88,,,-88,-88,-88,-88,-88,0,1,10,-99,4,1,3,Vinlanders Social Club,,,1,2,,,1,1,3,24,0,-88,-88,0,0,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,New Mexico,Albuquerque,Indiana,Lafayette,1,0,3,10,5,0,0,0,,,,1,1,3,0,0,3,31,1,0,-88,2,-99,0,-88,0,-88,United States of America,1,United States of America,375,0,-88,-88,-99,1,1,2,1,-99,2,0,0,-99,1,0,2,0,3,,,0,1,3,-99,1,-99,-99,-99,-99,-99,-99,1,0,0,0,0,5,,,0,0,-88,-88,-88,-88,1,1,-99,1,-99,0,0,1,0
3714,Indiana,Logan,,,9/1/2008,-88,,,-88,-88,-88,-88,-88,0,0,0,-88,-88,1,3,Vinlanders Social Club,,,-99,-99,,,-99,1,2,-99,1,0,0,-99,-99,-99,-99,-99,,,-99,,,,,,,0,1,0,0,2,,,Ohio,-99,,,0,0,2,7,5,-99,-99,-99,,,,-99,-99,1,-99,-88,3,-99,1,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,,,-99,-99,-99,-99,-99,-99,1,1,-99,-99,-99,0,-99,-99,-99
3758,New York,New York,,,3/28/2009,-88,,,-88,-88,-88,-88,-88,0,0,2,1,2,-99,1,-88,,,0,-88,,,-99,0,3,84,0,-88,-88,1,0,1,5,1,2,3,1,2,3,,,,,0,1,0,0,4,,,New York,New York,,,0,0,2,9,4,0,0,1,,,,1,1,1,0,-88,3,23,1,0,-88,2,-99,0,-88,0,-88,United States of America,1,United States of America,276,0,-88,-88,-88,-99,0,-88,2,0,4,0,0,-99,2,-99,0,0,-88,,,0,0,-99,0,-99,-99,0,0,-99,-99,-99,0,-99,0,0,0,5,,,0,0,-88,-88,-88,-88,0,-88,-88,-88,0,0,1,0,0
3768,Oklahoma,Tulsa,,,1/11/1997,-88,,,-88,-88,-88,-88,-88,0,0,3,2,4,4,0,-88,,,-99,-99,,,0,-88,-88,-88,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Oklahoma,-99,,,-99,0,3,9,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,-99,50,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,600,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
3770,Minnesota,Minneapolis,,,1/1/2006,-88,,,-88,-88,-88,-88,-88,0,0,3,2,4,4,2,Sovereign Citizens,,,0,-88,,,0,0,2,-99,1,0,0,1,2,-99,-99,-99,,,-99,,,,,,,0,1,0,0,4,,,Minnesota,Minneapolis,,,-99,0,3,9,5,1,0,0,,,,1,1,1,0,-88,3,63,2,4,-99,2,11,-99,-99,-99,-99,United States of America,1,United States of America,756,0,-88,-88,-88,5,0,-88,2,0,4,-99,0,-99,3,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,0,0,0,0,0,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,0,0
3776,-99,-99,,,1/1/2001,-88,,,-88,-88,-88,-88,-88,0,0,0,-88,-88,4,3,Vinlanders Social Club,,,0,-88,,,1,1,2,120,-99,-99,-99,1,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,-99,-99,,,-99,-99,3,3,4,-99,-99,0,,,,2,-99,-99,0,2,3,29,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,0,-88,1,-99,4,6,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,2,5,,,2,1,1,4,-99,-99,0,-99,-99,-99
3778,Indiana,Indianapolis,,,12/1/2008,-88,,,-88,-88,-88,-88,-88,0,0,-99,-88,-88,-99,3,Vinlanders Social Club,,,-99,-99,,,-99,1,2,-99,0,-88,-88,-99,-99,0,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,Indiana,Indianapolis,,,-99,0,-99,1,1,0,0,-99,,,,-99,-99,-99,3,-88,3,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,5,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
3780,Washington,-99,,,3/23/2003,14,,,0,-99,1,2,-99,5,1,10,2,4,4,2,-88,,,-99,-99,,,-99,-99,1,-99,1,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,-99,-99,,,-99,-99,-99,10,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,-99,19,-99,0,-88,2,7,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,3,-88,-99,-99,0,2,2,-99,1,0,-99,,,0,1,3,-99,-99,-99,-99,-99,-99,-99,3,0,3,-99,-99,1,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
3781,New Jersey,North Bergen,,,6/3/2009,2,,,0,1,0,-88,0,1,0,4,2,1,1,0,-88,,,-99,-99,,,-99,-88,-88,-88,-99,-99,-99,1,-99,1,-99,26,,,3,,,,,,,0,1,0,0,4,2,,New Jersey,-99,,,-99,-99,-99,5,4,1,-99,-99,,,,-99,1,-99,-99,-99,3,47,2,1,15,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-99,-99,-88,3,-99,-99,1,-99,3,2,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,-99,,,-99,1,16,,,3,0,-88,-88,-88,-99,0,1,-99,-99
3783,Kentucky,-99,,,2/26/2013,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,1,2,-88,,,-99,-99,,,-99,-99,3,144,-99,-99,-99,-99,-99,0,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Kentucky,Garrard County,,,0,0,-99,7,4,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,66,2,2,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,2,-99,2,-99,-99,-99,-99,-99,-99,0,0,-99,-99,,,-99,2,6,,,2,0,-88,-88,-88,-99,0,1,1,-99
3784,Alabama,Tuscaloosa,,,1/1/1965,-88,,,-88,-88,-88,-88,-88,0,0,1,2,-88,6,2,-88,,,0,-88,,,0,1,3,408,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,Alabama,-99,,,0,-99,-99,7,5,1,-99,-99,,,,-99,-99,-99,-99,-99,3,36,2,2,-99,2,11,-99,-99,-99,-99,United States of America,1,United States of America,432,0,-88,-88,-88,4,0,-88,2,1,3,3,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,2,3,-99,-99,0,0,0,5,,,1,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,3,-99
3789,Montana,Noxon,,,3/3/1995,-88,,,-88,-88,-88,-88,-88,0,0,0,2,1,1,3,Montana Freemen,,,0,-88,,,0,-99,3,72,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,1,4,2,Montana,-99,,,0,0,2,5,4,1,0,6,,,,1,1,3,-99,-99,3,51,2,1,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,2,2,-99,-99,1,1,1,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,2,-99
3793,Washington,Tacoma,,,3/23/2003,14,,,1,1,1,1,0,4,1,10,2,4,4,2,-88,,,-99,-99,,,-99,-99,2,-99,1,1,1,1,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,Washington,-99,,,0,0,-99,10,5,-99,-99,-99,,,,1,1,1,-99,-99,3,20,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,240,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,0,6,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,3,-99
3795,Arizona,Tucson,,,8/18/1976,14,,,0,1,0,0,-88,5,1,10,2,4,6,1,-88,,,0,-88,,,-99,-99,2,-88,1,-99,0,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,0,1,18,,,Arizona,-99,,,-99,-99,1,10,0,-99,-99,-99,,,,-99,2,-99,0,-88,3,67,-99,2,21,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,804,0,-88,-88,-99,-99,0,-88,-99,-99,-99,-99,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,5,3,-99,-99,-99,3,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
3796,New Hampshire,Hampton,,,3/11/1999,-88,,,-88,-88,-88,-88,-88,0,0,2,1,4,1,2,-88,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,6,,,New Hampshire,Hampton,,,-99,0,-99,9,4,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
3803,Tennessee,-99,,,5/1/1995,-88,,,-88,-88,-88,-88,-88,0,0,0,-88,-88,2,3,Montana Freemen,,,0,-88,,,2,-99,3,24,-99,-99,-99,-99,1,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Alabama,-99,,,-99,0,-99,7,3,1,-99,8,,,,-99,-99,1,-99,-99,3,36,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,432,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,1,-99
3804,California,-99,,,9/15/2011,-88,,,-88,-88,-88,-88,-88,0,0,3,2,4,-99,3,Sovereign Citizens,Montana Freemen,,-99,-99,,,-99,-99,3,-99,-99,-99,-99,-99,-99,0,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,California,-99,,,1,-99,-99,-99,1,0,0,0,,,,-99,-99,-99,-99,1,-99,68,2,-99,-99,1,-99,-99,-99,-99,-99,United States of America,1,United States of America,816,0,-88,-88,-88,-99,0,-88,2,0,3,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-99,-99,,,-99,1,10,,,4,0,-88,-88,-88,-99,0,-99,-99,-99
3807,Texas,-99,New York,,1/7/2004,-88,,,-88,-88,-88,-88,-88,0,0,3,2,4,4,2,-88,,,-99,-99,,,-99,-99,1,-99,-99,-99,-99,0,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,1,,,New Jersey,Old Bridge,,,0,0,-99,7,4,-99,0,-99,,,,-99,-99,1,3,-99,3,56,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,1,-99,4,-99,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,1,-99,3,0
3810,Arizona,-99,,,8/18/1976,14,,,-99,-99,-99,1,-88,5,1,10,2,4,-99,0,-88,,,0,-88,,,0,-88,-88,-88,0,-88,-88,-88,0,-88,-88,-88,,,-88,,,,,,,0,1,0,0,3,,,Arizona,-99,,,-99,-99,-99,10,-99,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,23,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,276,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
3811,New Hampshire,Hampton,,,3/11/1999,-88,,,-88,-88,-88,-88,-88,0,0,2,1,2,-99,2,-88,,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,6,,,-99,-99,,,-99,-99,-99,9,1,-99,1,-99,,,,-99,-99,1,-99,-99,3,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,0,5,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,1,-99
3812,California,Los Angeles,,,8/31/1988,-88,,,-88,-88,-88,-88,-88,0,0,2,1,1,1,1,-88,,,0,-88,,,0,-99,2,96,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,6,,,California,Los Angeles,,,1,-99,-99,9,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,3,40,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,480,0,-88,-88,-88,-99,-99,-99,-99,-99,4,0,0,1,2,3,0,0,-88,,,0,0,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,0,1,5,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,-99,-99,-99
3817,Texas,-99,,,9/4/1981,-88,,,-88,-88,-88,-88,-88,0,0,3,2,4,4,1,-88,,,-99,-99,,,-99,-99,3,60,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Texas,-99,,,-99,-99,2,3,5,-99,-99,-99,,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,11,0,-88,-99,-99,-99,-99,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,1,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,1
3818,Virginia,Arlington,Louisiana,Baton Rouge,1/1/1959,-88,,,-88,-88,-88,-88,-88,0,0,4,1,4,9,1,-88,,,0,-88,,,2,1,3,96,0,-88,-88,-88,1,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,Virginia,-99,,,1,1,3,5,5,1,0,8,,,,1,2,1,-99,-99,3,32,3,3,-99,2,15,-99,-99,-99,-99,United States of America,1,United States of America,384,0,-88,-88,-88,5,0,-88,-99,-99,3,3,0,3,1,2,0,0,-88,,,2,1,-99,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,6,,,0,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,-99,-99
3821,Pennsylvania,Philadelphia,,,4/21/2002,-88,,,-88,-88,-88,-88,-88,0,0,5,2,1,1,3,Aryan Nations,,,-99,-99,,,-99,-99,3,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,Pennsylvania,Potter County,,,0,-99,-99,7,5,-99,-99,-99,,,,1,1,1,-99,-99,3,22,1,0,-88,2,15,-99,-99,-99,-99,United States of America,1,United States of America,264,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,0,0,-88,,,0,0,-99,-99,2,2,2,2,-99,-99,-99,-99,-99,-99,0,0,5,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,0,-99
3823,Tennessee,Nashville,,,4/24/1995,14,,,2,0,0,-99,-99,3,1,7,2,4,4,0,-88,,,-99,-99,,,-99,-88,-88,-88,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Tennessee,-99,,,-99,0,1,9,1,-99,-99,0,,,,-99,-99,-99,-99,-88,3,35,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,420,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,2,-99,2,3,-99,-99,-99,2,-99,-99,-99,-99,3,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,-99,-99,-99
3834,Ohio,Cincinnati,,,10/25/1994,1,14,,2,2,0,-99,-88,5,1,10,2,4,7,3,Aryan Republican Army,,,-99,-99,,,-99,-99,3,24,1,0,1,-88,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,5,,Kansas,Pittsburg,,,1,0,3,10,2,1,-99,-99,,,,1,1,1,0,-88,3,37,1,0,-88,2,15,-99,-99,-99,-99,United States of America,1,United States of America,444,0,-88,-88,-88,-99,-99,-99,-99,-88,-99,1,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,2,-99,-99,-99,1,2,2,-99,-99,-99,0,-99,6,,,1,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,-99,-99
3836,Texas,Waco,,,4/19/1993,-88,,,-88,-88,-88,-88,-88,0,1,10,2,-88,7,2,-88,,,0,-88,,,0,1,3,60,0,-88,-88,-99,2,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Texas,-99,,,1,1,3,10,5,0,0,-99,,,,1,1,1,1,-88,3,34,2,15,-99,2,7,1,1/1/1981,2,1/1/1985,United States of America,1,United States of America,396,0,-88,-88,-88,2,0,-88,4,-88,1,0,0,2,2,1,2,0,2,,,1,0,2,0,2,1,0,0,0,-99,1,1,1,1,1,-99,4,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,3,0
3837,Nebraska,-99,,,7/5/1998,-88,,,-88,-88,-88,-88,-88,0,0,0,1,1,1,2,-88,,,-99,-99,,,-99,0,2,-99,0,-88,-88,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,5,2,,Nebraska,-99,,,0,0,3,5,5,-99,0,-99,,,,1,-99,3,-99,1,-99,59,-99,-99,-99,2,6,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,9,-99,-99,1,-99,4,-99,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,-99,,,-99,1,20,,,4,0,-88,-88,-88,-99,0,1,-99,-99
3838,Florida,Tampa,,,8/23/2002,15,,,2,1,0,3,-99,3,1,7,2,4,4,2,-88,,,-99,-99,,,0,-99,-99,-99,1,0,0,-99,-99,-88,-88,-88,,,-88,,,,,,,0,0,0,1,16,,,Florida,-99,,,-99,-99,2,10,1,-99,-99,1,,,,2,-99,2,-99,-88,3,37,2,-99,-99,2,12,-99,-99,-99,-99,United States of America,1,United States of America,444,0,-88,-88,-88,11,0,-88,1,-99,4,0,0,-99,2,-99,0,0,-88,,,1,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,3,1,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,3,-99
3841,Idaho,Hayden Lake,,,7/1/1990,14,,,0,0,0,-99,-88,1,0,-99,-99,4,1,3,Aryan Nations,,,0,-88,,,1,1,3,24,0,-88,-88,-88,2,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,New York,-99,Idaho,Hayden Lake,1,0,3,9,5,-99,-99,-99,,,,1,2,1,-99,-99,3,34,3,2,-99,2,15,2,-99,-99,-99,United States of America,1,United States of America,408,0,-88,-88,-88,2,0,-88,3,-88,2,0,0,1,1,-99,2,0,2,,,0,1,3,-99,1,2,-99,-99,1,2,1,-99,-99,1,-99,1,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,-99,3,-99
